timestamp_ms,iso_time,underlying,expiry,last_price,call_money_flow,put_money_flow,mf_ratio,call_delta_flow,put_delta_flow,df_ratio,call_iv_flow,put_iv_flow,ivf_ratio,call_otm_impact,put_otm_impact,call_itm_impact,put_itm_impact,call_gex,put_gex,net_gex,call_vanna_flow,put_vanna_flow,vanna_ratio,call_charm,put_charm,charm_pressure,call_iv_flow_itm,put_iv_flow_itm,call_iv_flow_otm,put_iv_flow_otm,iv_net,call_vol_imbalance,put_vol_imbalance,vol_imbalance_ratio,call_smart_money,put_smart_money,smart_money_ratio,call_hedge_pressure,put_hedge_pressure,net_hedge_pressure,skew_pressure,skew_intensity,cash_net
1767102519066,2025-12-30T08:48:39,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1380221117.87,-1896347406.19,-516126288.32,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,413905.59,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102520068,2025-12-30T08:48:40,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,418402.27,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102521071,2025-12-30T08:48:41,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,418413.25,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102522074,2025-12-30T08:48:42,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,420711.01,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102523077,2025-12-30T08:48:43,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,420721.30,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102524080,2025-12-30T08:48:44,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,422947.61,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102525083,2025-12-30T08:48:45,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,427428.61,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102526086,2025-12-30T08:48:46,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,427428.87,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102527090,2025-12-30T08:48:47,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,429671.58,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102528093,2025-12-30T08:48:48,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,429675.77,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102529100,2025-12-30T08:48:49,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,427494.11,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102530103,2025-12-30T08:48:50,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,429698.47,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102531106,2025-12-30T08:48:51,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,429713.54,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102532109,2025-12-30T08:48:52,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,431942.23,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102533112,2025-12-30T08:48:53,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,431941.30,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102534115,2025-12-30T08:48:54,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,429766.67,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102535117,2025-12-30T08:48:55,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,429781.86,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102536120,2025-12-30T08:48:56,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,429781.67,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102537123,2025-12-30T08:48:57,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,427622.12,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102538127,2025-12-30T08:48:58,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1883032942.30,-504608159.16,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,425401.78,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102539130,2025-12-30T08:48:59,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1883032942.30,-504608159.16,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,425405.42,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102540133,2025-12-30T08:49:00,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1883032942.30,-504608159.16,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,425428.87,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102541136,2025-12-30T08:49:01,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1883032942.30,-504608159.16,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,425428.80,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102542139,2025-12-30T08:49:02,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1883032942.30,-504608159.16,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,425455.00,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102543142,2025-12-30T08:49:03,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1883032942.30,-504608159.16,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,425455.00,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102544145,2025-12-30T08:49:04,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,427705.23,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102545147,2025-12-30T08:49:05,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,427705.23,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102546151,2025-12-30T08:49:06,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1883032942.30,-504608159.16,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,425514.37,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102547154,2025-12-30T08:49:07,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,427755.23,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102548157,2025-12-30T08:49:08,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,427755.23,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102549160,2025-12-30T08:49:09,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,427769.03,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102550164,2025-12-30T08:49:10,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,427769.03,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102551167,2025-12-30T08:49:11,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1944964087.91,-566539304.78,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,427769.03,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102552171,2025-12-30T08:49:12,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,423365.08,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102553174,2025-12-30T08:49:13,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,418868.94,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102554178,2025-12-30T08:49:14,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1883032942.30,-504608159.16,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,425623.72,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102555181,2025-12-30T08:49:15,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1883032942.30,-504608159.16,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,425628.38,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102556184,2025-12-30T08:49:16,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1883032942.30,-504608159.16,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,425644.54,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102557187,2025-12-30T08:49:17,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1883032942.30,-504608159.16,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,425673.76,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102558191,2025-12-30T08:49:18,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1883032942.30,-504608159.16,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,425683.15,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102559194,2025-12-30T08:49:19,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,416702.14,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102560197,2025-12-30T08:49:20,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,416737.60,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102561199,2025-12-30T08:49:21,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,416737.45,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102562203,2025-12-30T08:49:22,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,416764.89,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102563206,2025-12-30T08:49:23,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,416764.89,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102564210,2025-12-30T08:49:24,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,416764.89,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102566216,2025-12-30T08:49:26,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1380221117.87,-1896347406.19,-516126288.32,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,414554.00,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102567219,2025-12-30T08:49:27,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1380221117.87,-1896347406.19,-516126288.32,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,414554.00,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102568223,2025-12-30T08:49:28,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,419080.34,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102569226,2025-12-30T08:49:29,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,419098.36,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102570228,2025-12-30T08:49:30,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1380221117.87,-1896347406.19,-516126288.32,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,414591.01,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102571232,2025-12-30T08:49:31,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1380221117.87,-1896347406.19,-516126288.32,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,414591.01,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102572235,2025-12-30T08:49:32,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1380221117.87,-1896347406.19,-516126288.32,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,414638.34,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102573238,2025-12-30T08:49:33,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,416897.74,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102574242,2025-12-30T08:49:34,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,416897.74,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102575245,2025-12-30T08:49:35,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,416964.99,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102576248,2025-12-30T08:49:36,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,416964.99,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102577251,2025-12-30T08:49:37,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,416964.99,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102578255,2025-12-30T08:49:38,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,416979.79,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102579258,2025-12-30T08:49:39,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,416994.81,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102580261,2025-12-30T08:49:40,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1378424783.13,-1896347406.19,-517922623.06,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,417011.55,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102581264,2025-12-30T08:49:41,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1380221117.87,-1896347406.19,-516126288.32,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,414742.86,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102582267,2025-12-30T08:49:42,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1380221117.87,-1896347406.19,-516126288.32,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,414762.02,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
1767102583271,2025-12-30T08:49:43,QQQ,2025-12-30,620.8700,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,1380221117.87,-1896347406.19,-516126288.32,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,412481.69,0.00,0.00,0.0000,0.00,0.00,0.0000,0.00,0.00,0.00,-0.00,0.0000,0.00
